30_001,30_002,30_003,30_004,30_005,30_006,30_007,30_008,30_009,30_010
2354,,2,13,0,0,21300,21300,,
2355,,3,3,7,0,30307,30307,,
2356,,1,6,0,0,10600,10600,,
2357,,2,1,0,0,20100,20100,,
2358,,1,6,0,0,10600,10600,,
2359,,3,3,8,0,30308,30308,,
2360,,1,3,0,0,10300,10300,,
2361,,1,2,2,0,10202,10202,,
2362,,2,20,0,0,22000,22000,,
2363,,1,3,0,0,10300,10300,,
2364,,1,2,2,0,10202,30308,,
2365,,1,2,2,0,10202,22000,,
2366,,3,3,7,0,30307,30307,,
2367,,2,1,0,0,20100,20100,,
2368,,2,13,0,0,21300,21300,,
2369,,1,6,0,0,10600,10600,,
2370,,1,2,2,0,10202,10202,,
2371,,2,1,0,0,20100,20100,,
2372,,2,1,0,0,20100,20600,,
2373,,2,14,0,0,21400,21400,,
2374,,1,2,2,0,10202,30308,,
2375,,1,6,0,0,10600,10600,,
2376,,1,2,1,0,10201,10201,,
2377,,1,3,0,0,10300,10300,,
2378,,2,1,0,0,20100,20100,,
2379,,3,3,8,0,30308,30308,,
2380,,1,2,2,0,10202,10202,,
2381,,1,2,1,0,10201,10201,,
2382,,2,14,0,0,21400,21400,,
2383,,2,20,0,0,22000,22000,,
2384,,2,13,0,0,21300,21300,,
2385,,3,3,8,0,30308,30308,,
2386,,2,13,0,0,21300,21300,,
2387,,1,2,1,0,10201,10201,,
2388,,2,16,0,0,21600,21600,,
2389,,1,2,1,0,10201,10201,,
2390,,2,19,0,0,21900,21900,,
2391,,2,19,0,0,21900,21900,,
2392,,2,20,0,0,22000,22000,,
2393,,2,20,0,0,22000,22000,,
2394,,1,2,1,0,10201,10201,,
2395,,2,20,0,0,22000,22000,,
2396,,1,3,0,0,10300,10300,,
2397,,2,13,0,0,21300,21300,,
2398,,1,1,2,0,10102,10102,,
2399,,2,1,0,0,20100,20100,,
2400,,1,2,1,0,10201,10201,,
2401,,2,1,0,0,20100,20100,,
2402,,2,1,0,0,20100,20300,,
2403,,3,3,8,0,30308,30308,,
2404,,1,7,2,0,10702,10702,,
2405,,1,7,1,0,10701,10701,,
2406,,2,1,0,0,20100,20100,,
2407,,3,3,8,0,30308,30308,,
2408,,1,6,0,0,10600,10600,,
2409,,3,3,8,0,30308,30308,,
2410,,2,1,0,0,20100,20100,,
2411,,1,2,2,0,10202,10202,,
2412,,1,2,1,0,10201,30205,,
2413,,2,14,0,0,21400,21400,,
2414,,1,7,2,0,10702,10702,,
2415,,1,2,1,0,10201,10201,,
2416,,2,1,0,0,20100,20100,,
2417,,1,2,2,0,10202,10202,,
2418,,1,2,2,0,10202,10202,,
2419,,1,3,0,0,10300,10300,,
2420,,1,6,0,0,10600,10600,,
2421,,3,2,3,0,30203,21400,,
2422,,1,2,2,0,10202,10202,,
2423,,2,14,0,0,21400,21400,,
2424,,1,2,1,0,10201,10201,,
2425,,1,2,2,0,10202,10202,,
2426,,1,6,0,0,10600,10600,,
2427,,2,1,0,0,20100,20100,,
2428,,2,14,0,0,21400,21400,,
2429,,1,5,0,0,10500,10500,,
2430,,2,1,0,0,20100,20100,,
2431,,1,3,0,0,10300,10300,,
2432,,3,3,8,0,30308,30308,,
2433,,3,2,4,0,30204,30205,,
2434,,1,6,0,0,10600,10600,,
2435,,1,6,0,0,10600,10600,,
2436,,2,14,0,0,21400,21400,,
2437,,1,6,0,0,10600,10600,,
2438,,2,3,0,0,20300,20300,,
2439,,3,3,6,0,30306,30306,,
2440,,2,16,0,0,21600,21600,,
2441,,1,6,0,0,10600,10600,,
2442,,1,2,1,0,10201,10201,,
2443,,1,6,0,0,10600,10600,,
2444,,2,1,0,0,20100,20100,,
2445,,2,1,0,0,20100,20100,,
2446,,1,2,1,0,10201,10201,,
2447,,2,1,0,0,20100,20100,,
2448,,2,12,0,0,21200,21200,,
2449,,1,3,0,0,10300,10300,,
2450,,1,2,1,0,10201,10201,,
2451,,1,6,0,0,10600,10600,,
2452,,1,3,0,0,10300,10300,,
2453,,1,5,0,0,10500,10500,,
2454,,2,1,0,0,20100,20100,,
2455,,1,3,0,0,10300,30201,,
2456,,1,7,2,0,10702,10202,,
2457,,1,2,1,0,10201,10201,,
2458,,2,1,0,0,20100,20100,,
2459,,2,7,0,0,20700,20700,,
2460,,1,2,2,0,10202,10202,,
2461,,2,1,0,0,20100,20100,,
2462,,3,3,8,0,30308,30308,,
2463,,1,7,1,0,10701,10701,,
2464,,2,13,0,0,21300,21300,,
2465,,1,2,2,0,10202,10202,,
2466,,2,1,0,0,20100,20100,,
2467,,2,20,0,0,22000,22000,,
2468,,1,2,2,0,10202,10202,,
2469,,3,3,8,0,30308,30308,,
2470,,2,16,0,0,21600,21600,,
2471,,3,2,4,0,30204,30205,,
2472,,3,2,4,0,30204,21400,,
2473,,2,20,0,0,22000,22000,,
2474,,1,2,2,0,10202,10202,,
2475,,2,13,0,0,21300,21300,,
2476,,3,2,4,0,30204,21400,,
2477,,3,3,8,0,30308,30308,,
2478,,2,1,0,0,20100,20300,,
2479,,1,2,1,0,10201,10201,,
2480,,3,3,8,0,30308,30308,,
2481,,1,2,1,0,10201,10201,,
2482,,1,2,1,0,10201,10201,,
2483,,2,13,0,0,21300,21300,,
2484,,1,2,2,0,10202,10202,,
2485,,1,3,0,0,10300,10300,,
2486,,1,2,1,0,10201,10201,,
2487,,1,2,2,0,10202,10202,,
2488,,2,13,0,0,21300,21300,,
2489,,2,20,0,0,22000,22000,,
2490,,2,14,0,0,21400,22000,,
2491,,1,2,2,0,10202,10202,,
2492,,1,2,2,0,10202,10202,,
2493,,2,7,0,0,20700,20700,,
2494,,1,2,2,0,10202,10202,,
2495,,3,3,7,0,30307,30307,,
2496,,1,2,1,0,10201,10201,,
2497,,2,1,0,0,20100,20100,,
2498,,1,2,2,0,10202,10202,,
2499,,1,3,0,0,10300,10300,,
2500,,1,5,0,0,10500,10500,,
2501,,3,3,8,0,30308,30308,,
2502,,1,3,0,0,10300,10600,,
2503,,3,3,8,0,30308,30308,,
2504,,1,6,0,0,10600,10600,,
2505,,3,3,8,0,30308,30308,,
2506,,1,2,1,0,10201,10201,,
2507,,2,16,0,0,21600,21600,,
2508,,2,20,0,0,22000,22000,,
2509,,3,2,3,0,30203,30203,,
2510,,1,5,0,0,10500,10500,,
2511,,1,2,2,0,10202,10202,,
2512,,1,2,1,0,10201,10201,,
2513,,3,3,8,0,30308,30308,,
2514,,2,13,0,0,21300,21300,,
2515,,3,2,2,0,30202,21400,,
2516,,2,1,0,0,20100,20100,,
2517,,3,2,3,0,30203,30203,,
2518,,3,2,4,0,30204,30307,,
2519,,1,2,1,0,10201,10201,,
2520,,1,2,2,0,10202,10202,,
2521,,1,3,0,0,10300,10300,,
2522,,1,2,2,0,10202,10202,,
2523,,2,1,0,0,20100,20100,,
2524,,1,2,1,0,10201,10201,,
2525,,3,3,8,0,30308,30308,,
2526,,1,1,2,0,10102,10102,,
2527,,2,16,0,0,21600,21600,,
2528,,3,3,8,0,30308,30308,,
2529,,1,2,1,0,10201,10201,,
2530,,2,1,0,0,20100,20100,,
2531,,2,1,0,0,20100,21400,,
2532,,2,1,0,0,20100,20100,,
2533,,3,3,8,0,30308,30308,,
2534,,1,2,1,0,10201,10201,,
2535,,1,2,1,0,10201,10201,,
2536,,2,1,0,0,20100,20100,,
2537,,2,1,0,0,20100,20100,,
2538,,2,1,0,0,20100,20100,,
2539,,2,20,0,0,22000,22000,,
2540,,1,3,0,0,10300,10300,,
2541,,3,3,8,0,30308,30308,,
2542,,1,6,0,0,10600,10600,,
2543,,1,2,2,0,10202,30308,,
2544,,1,2,2,0,10202,10202,,
2545,,1,6,0,0,10600,10600,,
2546,,2,20,0,0,22000,22000,,
2547,,2,16,0,0,21600,21600,,
2548,,1,2,1,0,10201,10201,,
2549,,3,2,3,0,30203,30205,,
2550,,3,3,8,0,30308,30308,,
2551,,2,16,0,0,21600,21600,,
2552,,1,2,2,0,10202,10202,,
2553,,1,2,2,0,10202,10202,,
2554,,1,2,2,0,10202,10202,,
2555,,3,2,1,0,30201,30201,,
2556,,2,1,0,0,20100,20100,,
2557,,2,1,0,0,20100,20100,,
2558,,3,3,6,0,30306,30306,,
2559,,2,16,0,0,21600,21600,,
2560,,3,3,8,0,30308,30308,,
2561,,2,1,0,0,20100,20100,,
2562,,1,2,2,0,10202,10202,,
2563,,2,20,0,0,22000,22000,,
2564,,3,3,7,0,30307,30307,,
2565,,1,2,2,0,10202,10202,,
2566,,1,6,0,0,10600,10600,,
2567,,1,2,2,0,10202,10202,,
2568,,3,2,4,0,30204,30205,,
2569,,2,20,0,0,22000,22000,,
2570,,1,2,1,0,10201,10201,,
2571,,1,3,0,0,10300,10300,,
2572,,3,3,10,0,30310,30310,,
2573,,2,20,0,0,22000,22000,,
2574,,1,3,0,0,10300,10300,,
2575,,1,2,2,0,10202,10202,,
2576,,3,3,8,0,30308,30308,,
2577,,1,3,0,0,10300,10300,,
2578,,1,6,0,0,10600,10600,,
2579,,1,3,0,0,10300,10300,,
2580,,1,5,0,0,10500,10500,,
2581,,3,2,4,0,30204,30205,,
2582,,1,7,2,0,10702,10702,,
2583,,3,3,6,0,30306,30306,,
2584,,1,2,2,0,10202,10202,,
2585,,3,2,4,0,30204,30205,,
2586,,2,13,0,0,21300,30201,,
2587,,3,3,2,0,30302,30302,,
2588,,3,3,2,0,30302,30302,,
2589,,1,2,2,0,10202,10202,,
2590,,1,7,2,0,10702,10702,,
2591,,2,20,0,0,22000,30205,,
2592,,3,3,8,0,30308,30308,,
2593,,2,1,0,0,20100,20100,,
2594,,3,3,7,0,30307,30307,,
2595,,2,1,0,0,20100,20100,,
2596,,3,3,8,0,30308,30308,,
2597,,3,3,8,0,30308,30308,,
2598,,1,3,0,0,10300,10300,,
2599,,3,3,8,0,30308,30308,,
2600,,3,2,2,0,30202,30205,,
2601,,1,2,1,0,10201,10201,,
2602,,3,3,7,0,30307,30307,,
2603,,2,14,0,0,21400,21400,,
2604,,3,2,1,0,30201,30201,,
2605,,1,6,0,0,10600,10600,,
2606,,3,3,8,0,30308,30308,,
2607,,2,2,0,0,20200,20200,,
2608,,2,1,0,0,20100,20100,,
2609,,1,2,2,0,10202,10202,,
2610,,2,20,0,0,22000,22000,,
2611,,2,14,0,0,21400,21400,,
2612,,1,2,2,0,10202,10202,,
2613,,1,2,2,0,10202,10202,,
2614,,2,1,0,0,20100,20100,,
2615,,1,2,1,0,10201,10201,,
2616,,2,20,0,0,22000,22000,,
2617,,1,3,0,0,10300,10300,,
2618,,1,7,1,0,10701,10701,,
2619,,2,13,0,0,21300,21300,,
2620,,1,2,2,0,10202,10202,,
2621,,2,13,0,0,21300,21300,,
2622,,3,2,4,0,30204,20600,,
2623,,3,2,4,0,30204,30309,,
2624,,2,20,0,0,22000,22000,,
2625,,2,20,0,0,22000,22000,,
2626,,2,13,0,0,21300,21300,,
2627,,1,3,0,0,10300,10300,,
2628,,2,6,0,0,20600,20600,,
2629,,2,1,0,0,20100,20100,,
2630,,1,7,1,0,10701,10701,,
2631,,1,1,2,0,10102,10102,,
2632,,2,13,0,0,21300,21300,,
2633,,2,1,0,0,20100,20100,,
2634,,1,3,0,0,10300,10300,,
2635,,3,3,8,0,30308,30308,,
2636,,1,2,1,0,10201,10201,,
2637,,1,2,2,0,10202,10202,,
2638,,2,3,0,0,20300,20300,,
2639,,1,2,2,0,10202,10202,,
2640,,2,1,0,0,20100,20100,,
2641,,2,16,0,0,21600,21600,,
2642,,1,6,0,0,10600,10600,,
2643,,3,2,4,0,30204,30205,,
2644,,1,3,0,0,10300,10300,,
2645,,1,2,2,0,10202,10202,,
2646,,3,2,4,0,30204,21400,,
2647,,2,20,0,0,22000,22000,,
2648,,1,2,2,0,10202,10202,,
2649,,2,1,0,0,20100,20100,,
2650,,1,2,1,0,10201,10201,,
2651,,2,1,0,0,20100,20100,,
2652,,1,2,2,0,10202,10202,,
2653,,3,2,3,0,30203,30203,,
2654,,1,5,0,0,10500,10500,,
2655,,2,1,0,0,20100,20100,,
2656,,3,3,8,0,30308,30308,,
2657,,2,7,0,0,20700,20700,,
2658,,1,5,0,0,10500,10500,,
2659,,1,2,2,0,10202,10202,,
2660,,1,2,2,0,10202,10202,,
2661,,1,6,0,0,10600,10600,,
2662,,1,6,0,0,10600,10600,,
2663,,3,3,7,0,30307,30307,,
2664,,1,2,1,0,10201,10201,,
2665,,1,2,1,0,10201,21400,,
2666,,3,2,3,0,30203,30203,,
2667,,2,1,0,0,20100,30308,,
2668,,2,13,0,0,21300,21300,,
2669,,3,2,3,0,30203,30203,,
2670,,1,2,1,0,10201,10201,,
2671,,2,1,0,0,20100,20100,,
2672,,1,2,1,0,10201,10201,,
2673,,2,1,0,0,20100,20100,,
2674,,1,6,0,0,10600,10600,,
2675,,3,2,3,0,30203,30203,,
2676,,2,14,0,0,21400,21400,,
2677,,1,2,1,0,10201,10201,,
2678,,1,3,0,0,10300,10300,,
2679,,3,3,8,0,30308,30308,,
2680,,1,2,1,0,10201,10201,,
2681,,2,1,0,0,20100,20100,,
2682,,2,1,0,0,20100,20100,,
2683,,1,6,0,0,10600,10600,,
2684,,2,13,0,0,21300,21300,,
2685,,2,1,0,0,20100,20100,,
2686,,3,2,3,0,30203,30203,,
2687,,3,3,8,0,30308,30308,,
2688,,2,20,0,0,22000,22000,,
2689,,2,1,0,0,20100,20100,,
2690,,2,20,0,0,22000,22000,,
2691,,3,2,1,0,30201,30203,,
2692,,1,2,2,0,10202,10202,,
2693,,2,1,0,0,20100,20100,,
2694,,1,7,1,0,10701,10701,,
2695,,1,6,0,0,10600,20700,,
2696,,3,3,8,0,30308,30308,,
2697,,2,1,0,0,20100,20100,,
2698,,3,3,7,0,30307,30307,,
2699,,2,1,0,0,20100,20300,,
2700,,1,6,0,0,10600,10600,,
2701,,2,1,0,0,20100,20100,,
2702,,2,20,0,0,22000,22000,,
2703,,1,2,1,0,10201,10201,,
2704,,1,6,0,0,10600,30204,,
2705,,3,3,8,0,30308,30308,,
2706,,1,6,0,0,10600,10600,,
2707,,3,2,1,0,30201,30201,,
2708,,1,2,2,0,10202,10202,,
2709,,2,1,0,0,20100,20100,,
2710,,2,1,0,0,20100,20100,,
2711,,2,1,0,0,20100,20100,,
2712,,2,19,0,0,21900,21900,,
2713,,2,1,0,0,20100,20100,,
2714,,1,2,1,0,10201,10201,,
2715,,1,6,0,0,10600,10600,,
2716,,3,2,1,0,30201,30201,,
2717,,1,2,2,0,10202,10202,,
2718,,2,20,0,0,22000,22000,,
2719,,1,7,2,0,10702,10702,,
2720,,3,3,7,0,30307,30307,,
2721,,2,1,0,0,20100,20100,,
2722,,1,5,0,0,10500,10500,,
2723,,2,6,0,0,20600,20600,,
2724,,2,1,0,0,20100,20100,,
2725,,2,14,0,0,21400,21400,,
2726,,1,2,1,0,10201,10201,,
2727,,2,1,0,0,20100,20100,,
2728,,2,20,0,0,22000,22000,,
2729,,1,2,2,0,10202,10202,,
2730,,2,13,0,0,21300,21300,,
2731,,3,3,8,0,30308,30308,,
2732,,1,7,2,0,10702,10702,,
2733,,1,2,2,0,10202,10202,,
2734,,1,3,0,0,10300,10300,,
2735,,1,2,1,0,10201,10201,,
2736,,1,3,0,0,10300,10300,,
2737,,3,3,8,0,30308,30308,,
2738,,3,3,8,0,30308,30308,,
2739,,2,13,0,0,21300,20700,,
2740,,1,3,0,0,10300,10300,,
2741,,1,5,0,0,10500,10500,,
2742,,2,13,0,0,21300,21300,,
2743,,1,2,2,0,10202,10202,,
2744,,1,2,2,0,10202,10202,,
2745,,1,3,0,0,10300,10300,,
2746,,1,3,0,0,10300,10300,,
2747,,3,3,8,0,30308,30308,,
2748,,3,2,4,0,30204,30205,,
2749,,2,20,0,0,22000,22000,,
2750,,2,20,0,0,22000,22000,,
2751,,1,2,1,0,10201,10201,,
2752,,1,2,2,0,10202,10202,,
2753,,3,2,4,0,30204,30312,,
2754,,2,20,0,0,22000,22000,,
2755,,2,1,0,0,20100,20100,,
2756,,1,2,2,0,10202,10202,,
2757,,2,20,0,0,22000,22000,,
2758,,1,2,1,0,10201,10201,,
2759,,3,2,4,0,30204,30202,,
2760,,1,2,1,0,10201,30202,,
2761,,1,2,2,0,10202,10202,,
2762,,3,3,6,0,30306,30306,,
2763,,1,2,2,0,10202,10202,,
2764,,2,1,0,0,20100,20100,,
2765,,1,2,1,0,10201,10201,,
2766,,3,3,8,0,30308,30308,,
2767,,1,2,2,0,10202,10202,,
2768,,1,2,1,0,10201,10201,,
2769,,3,2,1,0,30201,30205,,
2770,,2,1,0,0,20100,20100,,
2771,,2,1,0,0,20100,20100,,
2772,,1,2,1,0,10201,10201,,
2773,,3,2,4,0,30204,30205,,
2774,,2,1,0,0,20100,20100,,
2775,,3,3,7,0,30307,30307,,
2776,,2,1,0,0,20100,20100,,
2777,,2,3,0,0,20300,20300,,
2778,,1,2,1,0,10201,30205,,
2779,,3,2,1,0,30201,30205,,
2780,,2,1,0,0,20100,20100,,
2781,,3,3,10,0,30310,30310,,
2782,,2,1,0,0,20100,20100,,
2783,,2,20,0,0,22000,22000,,
2784,,1,2,2,0,10202,10202,,
2785,,2,14,0,0,21400,21400,,
2786,,3,2,4,0,30204,30205,,
2787,,3,3,8,0,30308,30308,,
2788,,1,6,0,0,10600,10600,,
2789,,3,3,8,0,30308,30308,,
2790,,2,1,0,0,20100,20100,,
2791,,2,13,0,0,21300,21300,,
2792,,2,3,0,0,20300,20300,,
2793,,1,6,0,0,10600,10600,,
2794,,1,6,0,0,10600,10600,,
2795,,2,16,0,0,21600,21600,,
2796,,2,1,0,0,20100,20100,,
2797,,2,1,0,0,20100,20300,,
2798,,2,1,0,0,20100,20100,,
2799,,1,6,0,0,10600,10600,,
2800,,3,3,7,0,30307,30307,,
2801,,1,2,1,0,10201,10201,,
2802,,2,1,0,0,20100,20100,,
2803,,2,14,0,0,21400,21400,,
2804,,2,1,0,0,20100,20100,,
2805,,3,3,8,0,30308,30308,,
2806,,1,2,2,0,10202,10202,,
2807,,2,1,0,0,20100,20100,,
2808,,2,1,0,0,20100,20100,,
2809,,3,2,4,0,30204,30205,,
2810,,3,3,7,0,30307,30307,,
2811,,1,3,0,0,10300,10300,,
2812,,2,20,0,0,22000,22000,,
2813,,3,2,4,0,30204,30205,,
2814,,2,1,0,0,20100,20100,,
2815,,3,2,3,0,30203,30203,,
2816,,1,2,1,0,10201,10201,,
2817,,1,7,1,0,10701,10701,,
2818,,2,2,0,0,20200,20200,,
2819,,2,20,0,0,22000,22000,,
2820,,2,13,0,0,21300,21300,,
2821,,2,3,0,0,20300,20300,,
2822,,1,6,0,0,10600,10600,,
2823,,1,2,1,0,10201,10201,,
2824,,3,3,8,0,30308,30308,,
2825,,3,2,4,0,30204,30205,,
2826,,3,3,8,0,30308,30308,,
2827,,2,1,0,0,20100,20100,,
2828,,2,1,0,0,20100,20100,,
2829,,2,3,0,0,20300,20300,,
2830,,1,2,2,0,10202,10202,,
2831,,2,1,0,0,20100,20100,,
2832,,3,3,8,0,30308,30308,,
2833,,2,13,0,0,21300,21300,,
2834,,1,2,1,0,10201,10201,,
2835,,2,13,0,0,21300,21300,,
2836,,2,1,0,0,20100,20100,,
2837,,3,3,7,0,30307,30307,,
2838,,3,3,8,0,30308,30308,,
2839,,1,2,2,0,10202,10202,,
2840,,1,2,1,0,10201,10201,,
2841,,3,3,8,0,30308,30308,,
2842,,1,2,2,0,10202,10202,,
2843,,2,2,0,0,20200,20200,,
2844,,3,2,4,0,30204,30205,,
2845,,2,14,0,0,21400,21400,,
2846,,2,1,0,0,20100,20100,,
2847,,2,16,0,0,21600,21600,,
2848,,2,16,0,0,21600,21600,,
2849,,2,3,0,0,20300,20600,,
2850,,2,20,0,0,22000,22000,,
2851,,3,2,3,0,30203,30203,,
2852,,2,1,0,0,20100,20100,,
2853,,3,3,7,0,30307,30307,,
2854,,1,3,0,0,10300,10300,,
2855,,3,3,8,0,30308,30308,,
2856,,1,3,0,0,10300,10300,,
2857,,2,20,0,0,22000,22000,,
2858,,3,3,8,0,30308,30308,,
2859,,2,1,0,0,20100,20100,,
2860,,2,13,0,0,21300,21300,,
2861,,1,3,0,0,10300,10300,,
2862,,2,7,0,0,20700,20700,,
2863,,3,2,3,0,30203,30203,,
2864,,2,1,0,0,20100,20100,,
2865,,1,2,1,0,10201,10201,,
2866,,2,6,0,0,20600,20600,,
2867,,3,3,7,0,30307,30307,,
2868,,2,1,0,0,20100,20100,,
2869,,2,14,0,0,21400,21400,,
2870,,2,1,0,0,20100,20100,,
2871,,2,7,0,0,20700,20700,,
2872,,2,20,0,0,22000,22000,,
2873,,2,1,0,0,20100,20100,,
2874,,3,3,8,0,30308,30308,,
2875,,3,3,8,0,30308,30308,,
2876,,2,1,0,0,20100,20100,,
2877,,3,2,1,0,30201,30201,,
2878,,2,1,0,0,20100,20100,,
2879,,3,3,8,0,30308,30308,,
2880,,3,3,8,0,30308,30308,,
2881,,2,1,0,0,20100,20100,,
2882,,1,6,0,0,10600,10600,,
2883,,2,7,0,0,20700,20700,,
2884,,2,2,0,0,20200,20200,,
2885,,3,2,3,0,30203,30203,,
2886,,2,16,0,0,21600,21600,,
2887,,3,3,10,0,30310,30310,,
2888,,2,2,0,0,20200,20200,,
2889,,2,1,0,0,20100,20100,,
2890,,1,3,0,0,10300,10300,,
2891,,3,3,7,0,30307,30307,,
2892,,3,3,8,0,30308,30308,,
2893,,2,20,0,0,22000,22000,,
2894,,2,1,0,0,20100,20100,,
2895,,3,3,8,0,30308,30308,,
2896,,2,7,0,0,20700,20700,,
2897,,1,2,1,0,10201,10201,,
2898,,3,3,8,0,30308,30308,,
2899,,1,2,1,0,10201,10201,,
2900,,2,1,0,0,20100,20100,,
2901,,2,16,0,0,21600,21600,,
2902,,1,2,2,0,10202,10202,,
2903,,2,1,0,0,20100,20100,,
2904,,2,1,0,0,20100,20100,,
2905,,3,3,7,0,30307,30307,,
2906,,2,14,0,0,21400,21400,,
2907,,3,3,8,0,30308,30308,,
2908,,3,3,7,0,30307,30307,,
2909,,3,3,8,0,30308,30308,,
2910,,2,3,0,0,20300,20300,,
2911,,2,1,0,0,20100,20100,,
2912,,2,2,0,0,20200,20200,,
2913,,2,1,0,0,20100,20100,,
2914,,1,2,2,0,10202,10202,,
2915,,3,3,8,0,30308,30308,,
2916,,2,1,0,0,20100,20100,,
2917,,1,2,2,0,10202,10202,,
2918,,2,2,0,0,20200,20600,,
2919,,2,3,0,0,20300,20300,,
2920,,2,1,0,0,20100,20100,,
2921,,3,3,8,0,30308,30308,,
2922,,1,2,1,0,10201,10201,,
2923,,3,3,8,0,30308,30308,,
2924,,3,3,6,0,30306,30306,,
2925,,2,1,0,0,20100,20100,,
2926,,3,2,3,0,30203,30203,,
2927,,2,1,0,0,20100,20100,,
2928,,1,2,2,0,10202,10202,,
2929,,2,16,0,0,21600,21600,,
2930,,3,3,7,0,30307,30307,,
2931,,2,14,0,0,21400,21400,,
2932,,3,3,8,0,30308,30308,,
2933,,2,1,0,0,20100,20100,,
2934,,3,2,1,0,30201,30201,,